,company,mkt_cap,pb_ratio,beta,profit_m,roa,roe
1288,688011.SS,3.65B,3.10,N/A,24.19%,N/A,N/A
1289,600376.SS,17.05B,0.59,N/A,5.79%,2.38%,10.10%
1290,002812.SZ,34.24B,7.52,0.76,25.38%,4.81%,17.75%
1291,300513.SZ,4.41B,1.84,1.88,10.56%,3.27%,6.21%
1292,300325.SZ,2.87B,2.12,0.56,-55.84%,-6.22%,-45.59%
1293,300639.SZ,5.95B,5.73,0.10,20.20%,7.38%,12.63%
1294,603949.SS,3.74B,8.72,N/A,N/A,N/A,N/A
1295,002382.SZ,15.74B,1.88,0.73,15.24%,3.04%,6.83%
1296,002324.SZ,9.64B,4.03,0.44,5.69%,3.79%,7.69%
1297,002549.SZ,3.85B,3.97,1.14,15.76%,3.38%,7.74%
1298,600917.SS,9.87B,2.39,0.76,5.49%,2.32%,8.27%
1299,002729.SZ,2.59B,5.83,0.77,11.32%,1.56%,4.04%
1300,000977.SZ,55.87B,5.84,0.60,1.83%,2.48%,9.05%
1301,300184.SZ,9.08B,1.91,-0.28,1.32%,3.23%,3.63%
1302,600692.SS,2.25B,2.82,0.80,2.18%,1.51%,2.69%
1303,002448.SZ,3.07B,1.14,1.10,5.44%,0.30%,2.68%
1304,002932.SZ,2.76B,4.50,N/A,31.68%,3.97%,9.98%
1305,600812.SS,11.87B,2.14,0.86,1.78%,1.93%,3.14%
1306,002749.SZ,4.19B,3.83,0.70,20.31%,10.97%,19.25%
1307,603867.SS,4.51B,3.36,N/A,6.76%,2.82%,8.34%
1308,603960.SS,5.08B,9.31,0.37,13.07%,8.21%,18.85%
1309,300687.SZ,3.75B,4.58,0.06,6.27%,2.92%,7.39%
1310,300180.SZ,14.06B,2.71,0.47,3.76%,2.06%,2.04%
1311,600563.SS,9.90B,4.01,N/A,27.36%,9.27%,17.15%
1312,300724.SZ,14.89B,5.93,N/A,15.04%,4.33%,14.69%
1313,600531.SS,4.31B,1.30,N/A,1.18%,3.96%,6.38%
1314,300328.SZ,5.76B,4.55,1.02,11.49%,0.74%,6.85%
1315,300608.SZ,2.86B,4.15,0.04,11.57%,5.56%,12.89%
1316,600716.SS,3.55B,0.71,0.99,2.84%,0.52%,0.39%
1317,603650.SS,8.94B,3.96,N/A,13.56%,6.87%,12.01%
1318,300103.SZ,2.70B,2.84,0.76,3.81%,4.26%,5.13%
1319,600896.SS,4.52B,2.84,-0.14,0.00%,-5.03%,-11.24%
1320,300030.SZ,3.48B,4.16,0.32,5.31%,1.94%,3.92%
1321,300182.SZ,9.01B,0.89,0.74,-74.16%,-1.08%,-28.37%
1322,603319.SS,2.02B,2.62,-0.10,9.71%,3.47%,12.03%
1323,600606.SS,65.83B,0.85,0.81,3.43%,1.72%,10.86%
1324,603220.SS,6.99B,4.54,N/A,8.33%,3.56%,9.70%
1325,603600.SS,4.24B,3.56,N/A,7.40%,7.20%,15.25%
1326,002388.SZ,3.06B,2.61,1.29,3.13%,1.76%,2.82%
1327,002095.SZ,4.78B,5.51,1.14,9.04%,0.56%,3.34%
1328,002509.SZ,2.29B,0.52,1.20,-112.37%,-0.92%,-17.75%
1329,002141.SZ,3.86B,2.71,0.46,0.62%,-0.74%,0.42%
1330,002923.SZ,2.99B,3.28,-0.01,9.12%,4.56%,12.97%
1331,300436.SZ,4.23B,7.48,-0.62,1.29%,-0.73%,1.20%
1332,600844.SS,3.71B,2.19,N/A,-21.91%,-5.56%,-13.07%
1333,002927.SZ,2.83B,3.66,-0.93,12.56%,5.55%,10.04%
1334,600291.SS,8.00B,0.74,0.80,-10.30%,-0.93%,-9.69%
1335,603799.SS,32.73B,4.22,1.44,1.54%,2.03%,3.00%
1336,300446.SZ,2.38B,3.62,-0.50,37.18%,7.14%,13.34%
1337,002774.SZ,2.19B,2.07,N/A,2.27%,0.01%,1.73%
1338,000909.SZ,2.51B,2.34,1.04,2.44%,2.64%,2.88%
1339,603002.SS,2.59B,2.29,0.73,5.60%,3.63%,7.73%
1340,000599.SZ,3.35B,0.90,1.04,-9.05%,-2.47%,-9.45%
1341,002308.SZ,4.81B,1.33,0.79,-129.38%,-0.60%,-41.06%
1342,000166.SZ,103.34B,1.32,0.86,22.20%,1.50%,7.42%
1343,002323.SZ,1.80B,4.92,N/A,-216.95%,-1.66%,-143.48%
1344,000630.SZ,20.84B,1.15,0.56,0.70%,2.67%,3.68%
1345,600247.SS,921.85M,N/A,N/A,0.00%,-0.27%,N/A
1346,600301.SS,1.40B,4.34,0.52,1.06%,1.07%,2.57%
1347,000560.SZ,7.75B,0.78,1.11,3.85%,1.84%,3.68%
1348,002269.SZ,5.40B,2.05,0.82,-22.90%,-8.32%,-45.21%
1349,300532.SZ,2.68B,3.47,0.36,-1.93%,-1.14%,-1.08%
1350,688300.SS,3.91B,10.93,N/A,23.12%,10.89%,21.54%
1351,002688.SZ,4.89B,2.93,0.49,10.99%,4.37%,11.55%
1352,300528.SZ,2.46B,1.86,-0.20,-6.92%,-4.02%,-11.23%
1353,300719.SZ,2.50B,2.67,0.00,13.26%,4.42%,7.55%
1354,002413.SZ,7.28B,2.07,N/A,12.80%,2.26%,4.07%
1355,601880.SS,16.41B,1.19,0.89,12.47%,2.37%,4.66%
1356,000732.SZ,12.84B,0.58,1.04,9.91%,1.31%,11.13%
1357,300421.SZ,1.39B,1.24,0.83,3.92%,1.02%,2.42%
1358,603116.SS,4.04B,1.18,0.28,2.81%,0.07%,2.08%
1359,002373.SZ,30.45B,3.57,0.64,11.18%,3.76%,11.81%
1360,002600.SZ,56.05B,4.65,0.78,5.51%,6.26%,12.19%
1361,002624.SZ,61.53B,6.45,0.13,19.03%,4.80%,15.33%
1362,000758.SZ,8.80B,1.70,0.40,-10.84%,-0.71%,-12.73%
1363,600288.SS,4.77B,3.01,0.72,1.09%,1.09%,2.92%
1364,600061.SS,51.78B,1.33,1.01,28.97%,1.50%,6.73%
1365,300705.SZ,2.66B,3.57,0.06,5.71%,3.05%,6.91%
1366,000023.SZ,1.99B,4.16,-0.41,1.46%,2.16%,6.92%
1367,002244.SZ,12.94B,0.81,0.62,5.63%,3.39%,19.13%
1368,300672.SZ,7.62B,7.13,0.31,6.53%,0.88%,4.06%
1369,300623.SZ,9.57B,6.59,0.17,27.97%,6.00%,10.87%
1370,000615.SZ,2.91B,1.64,0.99,-3.47%,0.38%,-5.48%
1371,603890.SS,3.56B,2.41,0.21,8.50%,4.26%,11.78%
1372,300141.SZ,2.14B,3.00,0.38,1.72%,1.40%,1.08%
1373,600130.SS,2.81B,3.11,0.88,6.31%,-0.54%,3.13%
1374,002478.SZ,4.86B,1.11,0.70,11.45%,6.62%,13.01%
1375,600835.SS,12.64B,1.24,0.89,4.50%,2.03%,11.13%
1376,300677.SZ,9.33B,7.15,-0.02,11.59%,6.66%,16.84%
1377,603009.SS,2.36B,1.35,0.52,-11.18%,-2.03%,-8.59%
1378,600526.SS,3.32B,1.70,0.38,2.44%,1.27%,3.92%
1379,603088.SS,1.39B,2.66,1.20,18.08%,4.21%,12.25%
1380,600701.SS,1.59B,N/A,-0.02,0.00%,-4.22%,N/A
1381,300516.SZ,5.24B,5.01,N/A,10.01%,3.55%,5.09%
1382,601318.SS,1.51T,1.88,1.23,10.94%,1.74%,17.73%
1383,002439.SZ,34.53B,9.16,0.75,21.85%,6.28%,14.78%
1384,300486.SZ,4.29B,3.16,-0.75,11.83%,2.96%,6.79%
1385,000540.SZ,21.72B,1.20,1.11,1.85%,1.33%,1.58%
1386,601599.SS,2.45B,0.93,1.11,-37.08%,-5.82%,-48.93%
1387,000060.SZ,12.71B,1.16,0.82,2.96%,2.15%,6.75%
1388,600671.SS,1.32B,21.97,N/A,17.88%,-1.58%,44.58%
1389,600250.SS,2.49B,4.02,N/A,16.40%,-0.83%,15.73%
1390,300496.SZ,21.18B,11.05,0.11,13.13%,4.23%,14.21%
1391,002208.SZ,4.74B,2.47,1.06,13.38%,4.68%,20.20%
1392,002006.SZ,1.90B,1.98,0.32,-12.75%,-2.92%,-11.40%
1393,300745.SZ,2.13B,1.93,N/A,-0.71%,-1.08%,-0.32%
1394,002530.SZ,7.61B,1.75,0.74,-56.80%,1.79%,-17.11%
1395,603773.SS,2.91B,1.80,0.45,6.43%,0.04%,2.10%
1396,300089.SZ,1.40B,0.62,N/A,4.28%,-0.16%,0.65%
1397,300563.SZ,2.22B,4.19,-0.17,11.17%,5.93%,10.53%
1398,601718.SS,17.61B,0.98,0.30,0.38%,-1.00%,0.32%
1399,603393.SS,8.50B,3.36,-0.17,20.11%,8.35%,13.85%
1400,002878.SZ,3.79B,5.79,0.67,7.31%,7.93%,19.31%
1401,603006.SS,1.91B,1.74,N/A,7.05%,4.89%,5.90%
1402,600579.SS,5.85B,1.06,0.09,-2.25%,-0.26%,-4.30%
1403,002062.SZ,5.09B,1.63,0.74,2.98%,2.74%,11.82%
1404,601607.SS,48.63B,1.33,0.42,2.21%,3.18%,9.43%
1405,603703.SS,4.09B,9.29,-0.09,0.42%,0.33%,3.50%
1406,002255.SZ,2.91B,0.72,0.61,-100.14%,-14.94%,-72.51%
1407,600963.SS,6.64B,0.80,0.57,6.22%,2.52%,5.24%
1408,002418.SZ,2.42B,2.44,0.84,-23.62%,-6.66%,-53.80%
1409,600018.SS,103.82B,1.29,0.76,26.41%,3.08%,10.69%
1410,002791.SZ,17.57B,6.07,-0.10,8.39%,7.03%,14.55%
1411,603630.SS,2.85B,1.64,0.14,2.16%,-0.60%,1.09%
1412,300402.SZ,1.60B,2.55,0.48,3.60%,1.27%,5.04%
1413,002008.SZ,30.02B,3.44,1.29,6.58%,1.37%,6.22%
1414,603721.SS,3.03B,5.91,1.33,8.70%,-3.21%,3.89%
1415,002572.SZ,16.39B,3.01,0.67,13.13%,8.37%,17.87%
1416,600093.SS,13.54B,1.72,N/A,5.77%,5.34%,10.93%
1417,300541.SZ,3.43B,4.17,0.21,3.89%,3.81%,9.78%
1418,603303.SS,4.32B,1.63,0.37,8.08%,4.68%,12.72%
1419,002695.SZ,11.34B,5.27,0.47,10.27%,5.18%,10.64%
1420,002963.SZ,4.01B,4.85,N/A,15.29%,7.96%,12.77%
1421,002181.SZ,5.17B,1.28,1.31,11.25%,-0.82%,1.70%
1422,002969.SZ,8.65B,5.20,N/A,5.38%,N/A,6.88%
1423,600742.SS,5.17B,1.05,0.74,2.17%,0.82%,7.97%
1424,603599.SS,7.24B,1.45,0.92,15.94%,3.80%,9.72%
1425,603396.SS,1.98B,2.16,N/A,6.39%,1.92%,6.28%
1426,300515.SZ,1.79B,3.65,0.37,15.80%,3.63%,9.25%
1427,601116.SS,7.21B,2.29,0.29,4.34%,1.07%,5.68%
1428,603466.SS,4.03B,2.50,0.44,12.16%,3.84%,14.51%
1429,600122.SS,2.18B,0.37,N/A,-86.37%,-8.75%,-64.20%
1430,002414.SZ,31.60B,8.92,0.66,19.54%,4.82%,10.57%
1431,002184.SZ,3.30B,3.53,0.21,2.99%,3.14%,6.43%
1432,002685.SZ,5.25B,1.11,0.94,2.67%,3.41%,6.91%
1433,300451.SZ,15.32B,5.92,0.69,20.84%,4.78%,12.33%
1434,002521.SZ,2.60B,0.75,0.94,4.82%,2.38%,4.20%
1435,300339.SZ,7.57B,1.58,0.89,-86.94%,-2.01%,-49.13%
1436,601098.SS,19.09B,1.43,0.44,11.85%,3.16%,8.94%
1437,603628.SS,2.08B,2.17,0.04,-4.59%,1.32%,-5.15%
1438,002090.SZ,3.53B,2.70,0.53,4.02%,1.12%,5.61%
1439,603516.SS,5.22B,6.27,0.22,27.94%,6.94%,12.11%
1440,000897.SZ,3.69B,3.02,0.69,19.22%,2.69%,19.18%
1441,000967.SZ,18.28B,1.21,1.00,10.44%,3.81%,8.41%
1442,002015.SZ,8.22B,1.75,N/A,5.44%,4.74%,12.91%
1443,002012.SZ,2.72B,2.13,0.88,4.83%,2.00%,6.02%
1444,600771.SS,6.47B,2.66,N/A,10.69%,4.26%,5.73%
1445,300168.SZ,22.86B,5.95,0.46,-76.14%,-10.07%,-46.38%
1446,600761.SS,6.82B,1.37,N/A,6.13%,5.12%,13.45%
1447,002696.SZ,2.31B,1.17,-0.11,-11.12%,1.17%,-16.33%
1448,300759.SZ,45.38B,6.07,N/A,15.04%,5.95%,10.63%
1449,603879.SS,3.36B,6.46,N/A,3.93%,0.89%,2.83%
1450,300766.SZ,10.35B,6.10,N/A,16.25%,0.85%,5.26%
1451,300651.SZ,3.24B,4.96,-0.27,8.86%,3.68%,6.43%
1452,603585.SS,3.54B,1.86,0.05,15.50%,8.43%,14.26%
1453,300663.SZ,6.22B,9.47,0.73,5.75%,3.34%,7.16%
1454,002118.SZ,6.76B,1.54,N/A,-2.69%,2.08%,-0.47%
1455,600225.SS,2.12B,2.19,0.88,-96.10%,0.27%,-114.87%
1456,002127.SZ,28.43B,6.69,0.59,32.30%,14.79%,27.31%
1457,600146.SS,4.78B,5.26,N/A,-28.53%,-9.80%,-29.81%
1458,600066.SS,30.31B,1.73,0.50,5.22%,2.03%,8.70%
1459,600660.SS,46.10B,2.30,0.75,13.53%,4.38%,12.92%
1460,600993.SS,6.46B,2.59,0.65,13.84%,6.38%,12.51%
1461,002010.SZ,20.07B,1.53,0.56,7.67%,2.47%,9.94%
1462,603922.SS,1.98B,1.83,N/A,-11.60%,-0.01%,-8.22%
1463,002190.SZ,8.23B,3.41,0.69,49.59%,0.50%,22.03%
1464,603915.SS,5.69B,2.63,N/A,14.99%,5.86%,15.45%
1465,000788.SZ,3.64B,2.92,N/A,2.00%,N/A,4.07%
1466,600207.SS,3.55B,2.22,N/A,3.27%,2.37%,4.48%
1467,600846.SS,5.15B,2.05,N/A,9.56%,5.89%,29.11%
1468,000667.SZ,6.91B,0.97,0.52,0.86%,0.56%,-0.44%
1469,002149.SZ,2.86B,1.59,1.12,2.30%,1.47%,4.30%
1470,688090.SS,3.37B,6.86,N/A,7.75%,3.32%,15.95%
1471,000966.SZ,4.39B,1.10,0.72,5.85%,4.97%,9.47%
1472,001896.SZ,3.77B,0.65,0.40,1.15%,1.61%,1.26%
1473,600358.SS,1.63B,3.61,N/A,-45.33%,-1.15%,-43.03%
1474,000617.SZ,87.95B,1.07,0.65,22.96%,1.88%,9.83%
1475,603606.SS,7.98B,4.03,0.40,12.86%,9.18%,24.43%
1476,002570.SZ,5.61B,3.33,0.72,-3.45%,-0.78%,-4.92%
1477,002939.SZ,37.55B,2.25,N/A,24.84%,1.66%,6.24%
1478,002366.SZ,4.20B,1.36,1.40,-87.11%,-4.82%,-15.16%
1479,300572.SZ,7.53B,9.28,0.72,18.10%,8.26%,20.97%
1480,603033.SS,7.78B,2.77,-0.05,12.02%,3.96%,6.79%
1481,002100.SZ,13.70B,3.59,0.93,11.51%,6.43%,19.97%
1482,300693.SZ,2.01B,3.14,-0.16,11.46%,4.58%,11.53%
1483,600525.SS,6.75B,1.46,N/A,-17.72%,1.82%,-23.30%
1484,300429.SZ,7.76B,4.71,-0.13,16.74%,4.76%,8.16%
1485,002502.SZ,2.80B,1.68,N/A,-66.41%,-5.95%,-41.98%
1486,688008.SS,90.15B,12.59,N/A,53.05%,N/A,17.17%
1487,600985.SS,17.88B,0.94,N/A,5.71%,4.65%,16.00%
1488,600831.SS,5.73B,1.49,N/A,-7.00%,-1.09%,-4.87%
1489,000662.SZ,3.64B,0.64,0.85,9.07%,2.96%,1.50%
1490,600356.SS,2.06B,0.95,N/A,4.85%,2.34%,3.62%
1491,603828.SS,2.41B,2.09,0.14,1.63%,1.27%,3.56%
1492,600858.SS,2.26B,0.73,0.63,-1.14%,0.88%,-4.53%
1493,002891.SZ,3.69B,4.43,0.63,4.71%,4.54%,9.86%
1494,600838.SS,2.53B,1.95,0.23,110.23%,-0.60%,6.43%
1495,002621.SZ,6.20B,4.81,0.21,17.41%,3.13%,7.12%
1496,300557.SZ,1.36B,3.03,0.12,3.95%,1.83%,2.19%
1497,002474.SZ,4.64B,3.14,N/A,4.13%,0.08%,2.10%
1498,603180.SS,3.90B,3.74,N/A,10.87%,6.07%,20.66%
1499,300476.SZ,13.95B,4.36,0.93,11.58%,5.17%,14.46%
1500,002153.SZ,30.99B,3.62,0.95,9.49%,2.77%,3.70%
1501,600121.SS,2.46B,0.72,0.81,-34.33%,-1.58%,-24.05%
1502,000906.SZ,3.49B,1.13,N/A,0.73%,4.70%,18.32%
1503,002656.SZ,1.43B,0.61,0.96,-122.97%,-24.92%,-85.47%
1504,600802.SS,4.10B,3.52,0.91,16.22%,12.85%,33.11%
1505,600829.SS,4.09B,2.29,1.10,2.93%,4.22%,13.64%
1506,000973.SZ,4.27B,1.81,0.73,1.46%,2.29%,2.34%
1507,002551.SZ,7.96B,3.39,0.47,7.08%,2.18%,3.65%
1508,601390.SS,125.49B,0.60,0.64,2.76%,1.88%,10.31%
1509,002679.SZ,3.36B,4.45,0.26,0.36%,-0.04%,0.06%
1510,600810.SS,4.19B,1.25,N/A,2.09%,1.24%,6.68%
1511,600321.SS,3.08B,1.14,0.72,-1.51%,0.25%,-0.62%
1512,600421.SS,2.12B,N/A,N/A,8.74%,-4.56%,11.48%
1513,688026.SS,6.06B,18.61,N/A,25.98%,N/A,N/A
1514,300088.SZ,20.70B,3.75,0.55,15.19%,6.86%,14.87%
1515,601003.SS,12.58B,1.20,0.58,4.34%,6.03%,18.98%
1516,300551.SZ,2.98B,5.42,-0.13,9.97%,2.36%,8.35%
1517,000856.SZ,2.39B,7.02,0.67,0.87%,0.14%,1.97%
1518,600228.SS,2.22B,40.13,-0.14,-1.13%,1.27%,2.54%
1519,300648.SZ,2.10B,3.92,0.62,-0.36%,-0.34%,-0.10%
1520,300086.SZ,2.39B,1.55,1.01,-7.13%,-1.34%,-4.57%
1521,300090.SZ,1.56B,N/A,N/A,0.00%,-0.54%,N/A
1522,002088.SZ,3.42B,1.65,0.72,15.27%,7.54%,14.19%
1523,300538.SZ,2.89B,6.56,-0.33,2.01%,5.74%,9.25%
1524,600706.SS,1.54B,1.38,0.93,-4.65%,-1.00%,-5.08%
1525,603290.SS,18.03B,34.14,N/A,18.65%,8.12%,18.82%
1526,601058.SS,10.15B,1.46,1.19,8.56%,6.79%,18.05%
1527,002205.SZ,1.86B,1.98,0.18,-0.07%,0.96%,0.71%
1528,300392.SZ,2.57B,5.11,0.47,2.05%,2.38%,5.76%
1529,300274.SZ,13.87B,1.67,1.37,6.97%,3.00%,10.61%
1530,300282.SZ,2.29B,0.90,0.62,-1.82%,0.82%,-0.25%
1531,603657.SS,2.15B,2.55,N/A,19.01%,6.50%,12.27%
1532,002961.SZ,12.45B,7.29,N/A,10.62%,N/A,N/A
1533,600135.SS,4.08B,2.02,0.78,3.29%,0.98%,3.23%
1534,600206.SS,10.14B,3.35,0.59,0.88%,1.04%,3.18%
1535,300792.SZ,18.22B,15.77,N/A,16.33%,N/A,27.10%
1536,000419.SZ,2.24B,0.79,0.79,4.70%,2.18%,5.55%
1537,600460.SS,18.96B,5.53,0.68,-0.21%,-1.52%,-2.89%
1538,600508.SS,5.80B,0.59,0.60,7.46%,3.21%,4.78%
1539,000656.SZ,42.61B,1.56,0.42,8.44%,1.95%,14.10%
1540,600528.SS,21.15B,1.14,0.73,7.80%,2.78%,8.98%
1541,603609.SS,11.75B,2.06,0.34,7.27%,9.51%,29.67%
1542,601918.SS,7.05B,0.96,0.50,2.56%,2.69%,3.19%
1543,300158.SZ,5.17B,0.94,0.42,3.43%,1.63%,2.71%
1544,600468.SS,4.71B,2.83,N/A,3.59%,N/A,3.56%
1545,300424.SZ,3.35B,3.31,-0.31,4.34%,2.12%,6.63%
1546,603948.SS,4.13B,5.00,N/A,8.32%,N/A,12.84%
1547,603020.SS,2.98B,1.44,N/A,6.41%,4.25%,7.70%
1548,600298.SS,29.01B,5.77,0.27,12.28%,7.81%,19.68%
1549,300569.SZ,2.93B,1.55,0.73,11.20%,5.01%,14.26%
1550,300340.SZ,2.33B,1.61,0.35,0.94%,0.64%,1.09%
1551,300593.SZ,2.72B,4.24,0.13,8.66%,2.80%,6.60%
1552,688018.SS,15.30B,9.51,N/A,20.93%,8.64%,16.50%
1553,300305.SZ,3.03B,2.04,0.21,11.76%,2.91%,6.77%
1554,300078.SZ,9.82B,4.30,0.36,10.09%,2.85%,6.29%
1555,601878.SS,33.37B,2.25,0.91,16.19%,1.40%,6.84%
1556,603060.SS,6.25B,4.97,0.42,13.97%,5.56%,12.48%
1557,002183.SZ,8.17B,1.36,0.13,0.10%,1.82%,-0.07%
1558,000803.SZ,1.68B,72.61,N/A,0.00%,-4.19%,"-1,323.93%"
1559,601882.SS,3.78B,2.95,-0.29,6.53%,1.22%,6.08%
1560,600836.SS,3.53B,4.32,0.27,6.94%,1.21%,17.11%
1561,002169.SZ,7.17B,2.65,N/A,3.40%,0.84%,2.35%
1562,002857.SZ,1.39B,2.99,-0.11,13.24%,2.93%,7.46%
1563,300238.SZ,4.36B,3.75,-0.26,-109.36%,-2.91%,-52.16%
1564,600766.SS,1.60B,30.83,0.33,39.72%,-1.73%,17.76%
1565,600647.SS,1.72B,5.95,N/A,-87.74%,-2.45%,-4.19%
1566,002247.SZ,1.64B,0.81,0.86,-97.59%,-39.34%,-128.34%
1567,603555.SS,2.56B,1.67,N/A,-64.38%,-0.40%,-100.19%
1568,002289.SZ,3.41B,12.83,-0.13,16.03%,-6.78%,9.19%
1569,603959.SS,3.35B,2.94,N/A,-44.80%,N/A,-55.40%
1570,603706.SS,2.46B,2.19,N/A,22.00%,5.50%,11.80%
1571,000513.SZ,32.56B,3.29,0.69,14.11%,5.36%,11.93%
1572,000012.SZ,10.96B,1.43,0.67,5.16%,3.79%,5.48%
1573,300809.SZ,3.44B,5.03,N/A,29.91%,4.87%,10.13%
1574,603477.SS,2.98B,3.49,-0.09,4.70%,1.66%,2.94%
1575,601211.SS,137.09B,1.05,1.05,26.84%,1.39%,5.34%
1576,000048.SZ,9.41B,7.06,N/A,22.75%,12.60%,58.03%
1577,603888.SS,11.42B,4.04,-0.19,13.19%,0.25%,6.70%
1578,002818.SZ,9.11B,1.84,0.16,49.47%,N/A,17.25%
1579,688118.SS,3.48B,10.68,N/A,N/A,N/A,N/A
1580,603696.SS,2.51B,4.27,-0.15,10.63%,3.25%,6.36%
1581,600012.SS,7.68B,0.79,0.54,31.69%,4.36%,6.21%
1582,600981.SS,7.51B,1.46,0.56,0.24%,0.59%,2.58%
1583,603026.SS,5.79B,3.21,0.19,3.56%,4.77%,9.35%
1584,601018.SS,46.76B,1.17,0.46,14.19%,2.91%,8.12%
1585,601975.SS,12.46B,2.67,-0.09,35.30%,8.41%,30.69%
1586,600653.SS,3.66B,1.72,N/A,-3.43%,0.69%,-7.89%
1587,603109.SS,3.24B,4.98,N/A,N/A,N/A,N/A
1588,300818.SZ,2.24B,4.47,N/A,18.17%,N/A,N/A
1589,600979.SS,3.69B,0.96,N/A,9.54%,2.96%,5.19%
1590,601801.SS,9.43B,0.92,0.53,5.97%,1.90%,4.79%
1591,600116.SS,8.36B,2.74,0.69,15.03%,1.27%,6.23%
1592,300189.SZ,4.40B,3.36,-0.53,0.00%,-9.92%,-27.11%
1593,601012.SS,93.70B,3.63,1.53,18.25%,8.97%,28.64%
1594,002926.SZ,27.61B,1.41,0.56,35.21%,1.85%,6.83%
1595,300225.SZ,2.45B,2.70,1.08,3.42%,1.25%,2.84%
1596,600050.SS,161.95B,1.13,0.65,1.63%,1.46%,3.33%
1597,300803.SZ,19.87B,24.99,N/A,26.82%,8.33%,21.92%
1598,600293.SS,3.10B,0.79,N/A,0.36%,2.51%,0.25%
1599,300096.SZ,3.99B,5.37,0.36,-0.59%,1.15%,-1.77%
1600,300770.SZ,19.78B,9.58,N/A,42.22%,12.88%,29.91%
1601,000058.SZ,6.59B,3.95,0.61,0.50%,1.42%,0.79%
1602,002369.SZ,5.66B,2.85,0.15,0.64%,0.37%,0.94%
1603,300384.SZ,5.20B,2.88,0.86,23.07%,3.93%,10.44%
1604,600552.SS,3.91B,1.58,0.84,1.92%,1.04%,5.03%
1605,002489.SZ,7.59B,2.27,0.64,11.72%,4.05%,15.04%
1606,300365.SZ,7.58B,3.90,0.95,26.86%,7.14%,14.69%
1607,300161.SZ,3.25B,2.96,0.45,5.20%,-3.07%,4.20%
1608,603698.SS,5.73B,2.07,N/A,5.83%,0.54%,3.57%
1609,600533.SS,3.27B,0.81,0.45,7.99%,2.33%,5.64%
1610,300624.SZ,6.24B,8.68,-0.08,12.74%,5.19%,13.39%
1611,002228.SZ,3.89B,1.32,0.72,2.34%,2.89%,7.34%
1612,300561.SZ,3.91B,5.83,-0.18,9.02%,0.15%,2.17%
1613,000918.SZ,8.08B,2.68,0.51,-6.24%,0.94%,-2.52%
1614,300546.SZ,3.44B,4.26,0.03,16.08%,5.32%,12.45%
1615,600287.SS,2.38B,1.11,0.93,3.34%,1.67%,6.61%
1616,000792.SZ,48.41B,3.01,0.40,-231.68%,-57.58%,-994.17%
1617,300370.SZ,2.96B,3.45,0.83,-3.88%,-0.74%,-4.63%
1618,600865.SS,2.39B,1.31,0.79,16.41%,3.07%,7.57%
1619,603596.SS,9.10B,4.24,0.51,12.52%,6.45%,18.34%
1620,300119.SZ,5.56B,2.78,1.14,13.90%,4.58%,11.00%
1621,002391.SZ,5.50B,1.73,0.68,10.80%,4.70%,9.21%
1622,000338.SZ,93.89B,2.10,1.63,5.10%,3.37%,16.09%
1623,300344.SZ,2.17B,3.63,0.87,-2.55%,1.07%,-1.79%
1624,600782.SS,12.98B,0.62,0.86,5.37%,4.67%,14.84%
1625,300333.SZ,3.04B,3.71,0.29,1.39%,-0.08%,2.26%
1626,000509.SZ,1.53B,N/A,0.67,-203.66%,-19.30%,N/A
1627,600624.SS,5.62B,4.79,N/A,4.89%,2.01%,4.74%
1628,300353.SZ,6.11B,2.54,0.02,-91.02%,-1.60%,-33.42%
1629,603559.SS,3.22B,3.62,N/A,1.22%,1.10%,0.65%
1630,300236.SZ,14.56B,9.24,0.41,33.59%,1.24%,15.42%
1631,603035.SS,3.67B,1.40,0.30,12.41%,0.50%,7.93%
1632,300708.SZ,3.24B,4.43,0.35,1.80%,1.02%,2.97%
1633,601992.SS,42.19B,0.25,1.28,3.81%,2.18%,5.66%
1634,600637.SS,29.88B,1.05,N/A,16.55%,1.67%,6.85%
1635,002871.SZ,1.98B,3.11,-0.04,15.19%,3.04%,7.64%
1636,002614.SZ,6.65B,2.04,1.24,4.37%,2.53%,6.06%
1637,600452.SS,5.18B,2.99,0.76,15.50%,5.61%,22.98%
1638,300202.SZ,4.59B,2.78,1.48,6.08%,-0.03%,2.67%
1639,600751.SS,7.60B,0.57,1.09,0.19%,3.45%,5.51%
1640,600863.SS,14.99B,1.08,0.71,7.19%,3.20%,6.15%
1641,300547.SZ,1.71B,2.12,0.73,17.68%,4.32%,11.93%
1642,600370.SS,2.26B,1.68,0.75,5.37%,3.22%,5.18%
1643,600386.SS,3.17B,1.81,N/A,0.66%,3.37%,2.44%
1644,600238.SS,1.99B,2.98,0.71,-52.16%,-12.40%,-42.61%
1645,002177.SZ,3.28B,1.99,N/A,-6.64%,1.20%,-0.92%
1646,000705.SZ,2.35B,1.58,N/A,6.50%,1.83%,13.41%
1647,002640.SZ,9.07B,1.13,N/A,-15.15%,0.37%,-45.83%
1648,002438.SZ,3.50B,1.78,0.97,12.99%,2.95%,8.42%
1649,600588.SS,101.33B,14.13,0.91,10.34%,3.12%,12.44%
1650,603100.SS,3.39B,1.45,0.78,3.75%,2.39%,6.05%
1651,300335.SZ,1.77B,1.13,0.38,2.81%,1.37%,1.25%
1652,600237.SS,2.39B,1.95,0.56,-17.82%,-2.75%,-12.79%
1653,600666.SS,2.50B,3.86,0.68,16.45%,-3.08%,14.10%
